PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATN	LOCA_NATE	LOCA_LOCA	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	IDEN_IDEN	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI	LLPL_LI
x	x	x	x	ft	ft	ft	ft	x	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	in	ft	x	psf	ksf	x	ft	%	pcf	x	ft	ksf	x	ft	%	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATN_ft	LOCA_NATE_ft	LOCA_LOCA_x	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_in	IVAN_DPTH_ft	IVAN_TYPE_x	IVAN_IVAN_psf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	IDEN_IDEN_pcf	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_ksf	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%	LLPL_LI_%
																									Ariel-CPT4	3.37	0.09			0.1			31.02	68.98																			
																									Ariel-CPT4	3.38	0.09			0.1			31.11	68.89																			
																									Ariel-CPT4	3.4	0.09			0.1			31.2	68.8																			
																									Ariel-CPT4	3.41	0.09			0.1			31.29	68.71																			
																									Ariel-CPT4	3.42	0.09			0.1			31.39	68.61																			
																									Ariel-CPT4	3.43	0.09			0.1			31.48	68.52																			
																									Ariel-CPT4	3.44	0.09			0.1			31.57	68.43																			
																									Ariel-CPT4	3.45	0.1			0.11			31.66	78.34																			
																									Ariel-CPT4	3.46	0.1			0.11			31.76	78.24																			
																									Ariel-CPT4	3.47	0.1			0.11			31.85	78.15																			
																									Ariel-CPT4	3.48	0.1			0.11			31.94	78.06																			
																									Ariel-CPT4	3.49	0.1			0.11			32.04	77.96																			
																									Ariel-CPT4	3.5	0.1			0.11			32.13	77.87																			
																									Ariel-CPT4	3.51	0.1			0.11			32.22	77.78																			
																									Ariel-CPT4	3.52	0.1			0.11			32.31	77.69																			
																									Ariel-CPT4	3.53	0.1			0.11			32.41	77.59																			
																									Ariel-CPT4	3.54	0.1			0.11			32.5	77.5																			
																									Ariel-CPT4	3.55	0.1			0.11			32.59	77.41																			
																									Ariel-CPT4	3.56	0.1			0.11			32.68	77.32																			
																									Ariel-CPT4	3.57	0.1			0.11			32.78	77.22																			
																									Ariel-CPT4	3.58	0.1			0.11			32.87	77.13																			
																									Ariel-CPT4	3.59	0.1			0.11			32.96	77.04																			
																									Ariel-CPT4	3.6	0.1			0.11			33.06	76.94																			
																									Ariel-CPT4	3.61	0.1			0.11			33.15	76.85																			
																									Ariel-CPT4	3.62	0.1			0.11			33.24	76.76																			
																									Ariel-CPT4	3.63	0.1			0.11			33.33	76.67																			
																									Ariel-CPT4	3.64	0.1			0.11			33.43	76.57																			
																									Ariel-CPT4	3.65	0.1			0.11			33.52	76.48																			
																									Ariel-CPT4	3.66	0.1			0.11			33.61	76.39																			
																									Ariel-CPT4	3.67	0.1			0.11			33.71	76.29																			
																									Ariel-CPT4	3.68	0.1			0.11			33.8	76.2																			
																									Ariel-CPT4	3.69	0.1			0.11			33.89	76.11																			
																									Ariel-CPT4	3.7	0.1			0.11			33.98	76.02																			
																									Ariel-CPT4	3.71	0.1			0.11			34.08	75.92																			
																									Ariel-CPT4	3.72	0.1			0.11			34.17	75.83																			
																									Ariel-CPT4	3.73	0.1			0.11			34.26	75.74																			
																									Ariel-CPT4	3.74	0.1			0.11			34.35	75.65																			
																									Ariel-CPT4	3.75	0.1			0.11			34.45	75.55																			
																									Ariel-CPT4	3.76	0.1			0.11			34.54	75.46																			
																									Ariel-CPT4	3.77	0.1			0.12			34.63	85.37																			
																									Ariel-CPT4	3.78	0.1			0.12			34.73	85.27																			
																									Ariel-CPT4	3.79	0.11			0.12			34.82	85.18																			
																									Ariel-CPT4	3.8	0.11			0.12			34.91	85.09																			
																									Ariel-CPT4	3.81	0.1			0.12			35	85																			
																									Ariel-CPT4	3.82	0.1			0.12			35.1	84.9																			
																									Ariel-CPT4	3.83	0.11			0.12			35.19	84.81																			
																									Ariel-CPT4	3.84	0.11			0.12			35.28	84.72																			
																									Ariel-CPT4	3.85	0.11			0.12			35.38	84.62																			
																									Ariel-CPT4	3.86	0.11			0.12			35.47	84.53																			
																									Ariel-CPT4	3.87	0.11			0.12			35.56	84.44																			
																									Ariel-CPT4	3.88	0.11			0.12			35.65	84.35																			
																									Ariel-CPT4	3.89	0.1			0.12			35.75	84.25																			
																									Ariel-CPT4	3.9	0.11			0.12			35.84	84.16																			
																									Ariel-CPT4	3.91	0.11			0.12			35.93	84.07																			
																									Ariel-CPT4	3.92	0.11			0.12			36.02	83.98																			
																									Ariel-CPT4	3.93	0.11			0.12			36.12	83.88																			
																									Ariel-CPT4	3.94	0.1			0.12			36.21	83.79																			
																									Ariel-CPT4	3.95	0.11			0.12			36.3	83.7																			
																									Ariel-CPT4	3.96	0.11			0.12			36.4	83.6																			
																									Ariel-CPT4	3.97	0.11			0.12			36.49	83.51																			
																									Ariel-CPT4	3.98	0.11			0.12			36.58	83.42																			
																									Ariel-CPT4	3.99	0.11			0.12			36.67	83.33																			
																									Ariel-CPT4	4	0.11			0.12			36.77	83.23																			
																									Ariel-CPT4	4.01	0.11			0.12			36.86	83.14																			
																									Ariel-CPT4	4.02	0.11			0.12			36.95	83.05																			
																									Ariel-CPT4	4.03	0.11			0.12			37.04	82.96																			
																									Ariel-CPT4	4.04	0.11			0.12			37.14	82.86																			
																									Ariel-CPT4	4.05	0.11			0.12			37.23	82.77																			
																									Ariel-CPT4	4.06	0.11			0.12			37.32	82.68																			
																									Ariel-CPT4	4.07	0.11			0.12			37.42	82.58																			
																									Ariel-CPT4	4.08	0.11			0.12			37.51	82.49																			
																									Ariel-CPT4	4.09	0.11			0.12			37.6	82.4																			
																									Ariel-CPT4	4.1	0.11			0.12			37.69	82.31																			
																									Ariel-CPT4	4.11	0.11			0.12			37.79	82.21																			
																									Ariel-CPT4	4.12	0.11			0.13			37.88	92.12																			
																									Ariel-CPT4	4.13	0.11			0.13			37.97	92.03																			
																									Ariel-CPT4	4.14	0.12			0.13			38.06	91.94																			
																									Ariel-CPT4	4.15	0.11			0.13			38.16	91.84																			
																									Ariel-CPT4	4.16	0.12			0.13			38.25	91.75																			
																									Ariel-CPT4	4.17	0.12			0.13			38.34	91.66																			
																									Ariel-CPT4	4.18	0.12			0.13			38.44	91.56																			
																									Ariel-CPT4	4.19	0.12			0.13			38.53	91.47																			
																									Ariel-CPT4	4.2	0.12			0.14			38.62	101.38																			
																									Ariel-CPT4	4.21	0.12			0.14			38.71	101.29																			
																									Ariel-CPT4	4.22	0.12			0.14			38.81	101.19																			
																									Ariel-CPT4	4.23	0.12			0.14			38.9	101.1																			
																									Ariel-CPT4	4.24	0.12			0.14			38.99	101.01																			
																									Ariel-CPT4	4.25	0.12			0.14			39.09	100.91																			
																									Ariel-CPT4	4.26	0.12			0.14			39.18	100.82																			
																									Ariel-CPT4	4.27	0.13			0.14			39.27	100.73																			
																									Ariel-CPT4	4.28	0.13			0.14			39.36	100.64																			
																									Ariel-CPT4	4.29	0.13			0.14			39.46	100.54																			
																									Ariel-CPT4	4.3	0.13			0.14			39.55	100.45																			
																									Ariel-CPT4	4.31	0.13			0.14			39.64	100.36																			
																									Ariel-CPT4	4.32	0.13			0.15			39.73	110.27																			
																									Ariel-CPT4	4.33	0.13			0.15			39.83	110.17																			
																									Ariel-CPT4	4.34	0.13			0.15			39.92	110.08																			
																									Ariel-CPT4	4.35	0.13			0.15			40.01	109.99																			
																									Ariel-CPT4	4.36	0.13			0.15			40.11	109.89																			
																									Ariel-CPT4	4.37	0.13			0.15			40.2	109.8																			
																									Ariel-CPT4	4.38	0.13			0.15			40.29	109.71																			
																									Ariel-CPT4	4.39	0.13			0.15			40.38	109.62																			
																									Ariel-CPT4	4.4	0.13			0.15			40.48	109.52																			
																									Ariel-CPT4	4.41	0.13			0.15			40.57	109.43																			
																									Ariel-CPT4	4.42	0.13			0.15			40.66	109.34																			
																									Ariel-CPT4	4.43	0.13			0.15			40.75	109.25																			
																									Ariel-CPT4	4.44	0.13			0.15			40.85	109.15																			
																									Ariel-CPT4	4.45	0.13			0.15			40.94	109.06																			
																									Ariel-CPT4	4.46	0.13			0.15			41.03	108.97																			
																									Ariel-CPT4	4.48	0.13			0.15			41.13	108.87																			
																									Ariel-CPT4	4.49	0.13			0.15			41.22	108.78																			
																									Ariel-CPT4	4.5	0.13			0.15			41.31	108.69																			
																									Ariel-CPT4	4.51	0.13			0.14			41.4	98.6																			
																									Ariel-CPT4	4.52	0.13			0.14			41.5	98.5																			
																									Ariel-CPT4	4.53	0.13			0.14			41.59	98.41																			
																									Ariel-CPT4	4.54	0.13			0.14			41.68	98.32																			
																									Ariel-CPT4	4.55	0.13			0.15			41.78	108.22																			
																									Ariel-CPT4	4.56	0.13			0.15			41.87	108.13																			
																									Ariel-CPT4	4.57	0.13			0.15			41.96	108.04																			
																									Ariel-CPT4	4.58	0.13			0.15			42.05	107.95																			
																									Ariel-CPT4	4.59	0.13			0.15			42.15	107.85																			
																									Ariel-CPT4	4.6	0.13			0.15			42.24	107.76																			
																									Ariel-CPT4	4.61	0.13			0.15			42.33	107.67																			
																									Ariel-CPT4	4.62	0.13			0.15			42.42	107.58																			
																									Ariel-CPT4	4.63	0.13			0.15			42.52	107.48																			
																									Ariel-CPT4	4.64	0.13			0.15			42.61	107.39																			
																									Ariel-CPT4	4.65	0.13			0.15			42.7	107.3																			
																									Ariel-CPT4	4.66	0.13			0.15			42.8	107.2																			
																									Ariel-CPT4	4.67	0.13			0.15			42.89	107.11																			
																									Ariel-CPT4	4.68	0.13			0.15			42.98	107.02																			
																									Ariel-CPT4	4.69	0.13			0.15			43.07	106.93																			
																									Ariel-CPT4	4.7	0.13			0.15			43.17	106.83																			
																									Ariel-CPT4	4.71	0.14			0.15			43.26	106.74																			
																									Ariel-CPT4	4.72	0.14			0.15			43.35	106.65																			
																									Ariel-CPT4	4.73	0.14			0.15			43.45	106.55																			
																									Ariel-CPT4	4.74	0.14			0.15			43.54	106.46																			
																									Ariel-CPT4	4.75	0.14			0.15			43.63	106.37																			
																									Ariel-CPT4	4.76	0.13			0.15			43.72	106.28																			
																									Ariel-CPT4	4.77	0.14			0.16			43.82	116.18																			
																									Ariel-CPT4	4.78	0.14			0.16			43.91	116.09																			
																									Ariel-CPT4	4.79	0.14			0.16			44	116																			
																									Ariel-CPT4	4.8	0.14			0.16			44.09	115.91																			
																									Ariel-CPT4	4.81	0.14			0.16			44.19	115.81																			
																									Ariel-CPT4	4.82	0.14			0.16			44.28	115.72																			
																									Ariel-CPT4	4.83	0.14			0.16			44.37	115.63																			
																									Ariel-CPT4	4.84	0.14			0.16			44.47	115.53																			
																									Ariel-CPT4	4.85	0.14			0.16			44.56	115.44																			
																									Ariel-CPT4	4.86	0.14			0.16			44.65	115.35																			
																									Ariel-CPT4	4.87	0.14			0.16			44.74	115.26																			
